Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0098609~cell-cell adhesion	8	2.8469750889679712	0.02998736397064272	10190, 7112, 6709, 3326, 1399, 55379, 1453, 5216	185	271	16792	2.679485389448489	0.9999999999999083	1.0	1.0
INTERPRO	IPR016024:Armadillo-type fold	9	3.202846975088968	0.030448010659653454	5708, 26155, 10297, 1130, 6878, 9736, 26019, 80185, 57409	193	351	18559	2.465656968247642	0.9999993554183698	1.0	1.0
GOTERM_CC_DIRECT	GO:0048471~perinuclear region of cytoplasm	13	4.6263345195729535	0.030868212983788668	4000, 8576, 11076, 3320, 65018, 26019, 5590, 2316, 1453, 388697, 53635, 10297, 4216	192	621	18224	1.986983360171766	0.9997758180198685	0.6677641276406673	0.6677641276406673
GOTERM_CC_DIRECT	GO:0005768~endosome	7	2.491103202846975	0.03107478182190423	9784, 9146, 57448, 1399, 140545, 10311, 5590	192	225	18224	2.952962962962963	0.9997882665255734	0.6677641276406673	0.6677641276406673
GOTERM_CC_DIRECT	GO:0036457~keratohyalin granule	2	0.7117437722419928	0.031115360906716762	2312, 388697	192	3	18224	63.27777777777778	0.9997906297794239	0.6677641276406673	0.6677641276406673
GOTERM_CC_DIRECT	GO:0005634~nucleus	70	24.91103202846975	0.03239154350495774	9584, 7444, 92822, 8896, 254251, 2551, 115677, 3320, 26155, 1453, 515, 11066, 8602, 8888, 5216, 50, 10213, 8928, 10336, 7298, 11076, 1153, 65018, 221037, 29799, 23414, 2316, 5708, 3326, 2312, 26121, 140685, 388697, 53635, 83860, 6878, 84153, 10190, 11083, 11162, 116986, 2175, 143570, 84617, 7182, 26019, 51186, 51341, 79955, 84864, 54812, 7975, 10311, 51747, 7112, 9970, 4000, 5499, 2067, 57451, 1052, 9295, 6619, 5928, 10409, 84138, 10123, 10488, 58506, 10643	192	5415	18224	1.226992920898738	0.9998529355816851	0.6677641276406673	0.6677641276406673
GOTERM_BP_DIRECT	GO:1903751~negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide	2	0.7117437722419928	0.03251582048827653	10131, 65018	185	3	16792	60.51171171171172	0.999999999999993	1.0	1.0
GOTERM_MF_DIRECT	GO:0017098~sulfonylurea receptor binding	2	0.7117437722419928	0.032693957747829475	3326, 3320	187	3	16881	60.18181818181817	0.9999934318915935	1.0	1.0
GOTERM_MF_DIRECT	GO:0002134~UTP binding	2	0.7117437722419928	0.032693957747829475	3326, 3320	187	3	16881	60.18181818181817	0.9999934318915935	1.0	1.0
GOTERM_MF_DIRECT	GO:0051020~GTPase binding	3	1.0676156583629894	0.03300242314322317	2316, 3320, 2803	187	26	16881	10.416083916083917	0.9999941424836954	1.0	1.0
UP_SEQ_FEATURE	repeat:27	3	1.0676156583629894	0.03489352265879547	4670, 388697, 6238	205	29	20063	10.124306139613122	0.9999999999997587	1.0	1.0
GOTERM_MF_DIRECT	GO:0001948~glycoprotein binding	4	1.4234875444839856	0.03494008965223148	2316, 3326, 1453, 3320	187	65	16881	5.555244755244755	0.9999971490821836	1.0	1.0
UP_KEYWORDS	Acetylation	46	16.370106761565836	0.03523161615226329	9146, 11083, 9584, 4670, 8896, 3320, 9088, 7182, 9382, 84817, 55760, 2744, 6709, 60312, 515, 10131, 5216, 8888, 50, 10015, 58517, 51747, 7112, 4000, 5870, 5499, 2067, 3099, 1052, 23215, 9295, 2316, 5708, 5928, 2677, 3326, 26121, 284106, 55379, 6238, 11333, 55119, 51535, 83860, 8878, 84153	209	3424	20581	1.3229525332021645	0.9999108756550786	0.5388364823287327	0.5243293462660361
UP_KEYWORDS	RNA-binding	13	4.6263345195729535	0.03839781246062696	4141, 9584, 4670, 25917, 1153, 26019, 9295, 26121, 11066, 51106, 58506, 58517, 10643	209	665	20581	1.9250494657696873	0.9999620846486924	0.5487643715217198	0.5339899461345966
KEGG_PATHWAY	hsa04141:Protein processing in endoplasmic reticulum	6	2.135231316725979	0.03848357994922879	8454, 3326, 27102, 10273, 6238, 3320	77	169	6879	3.1717513255974796	0.9983329718017749	1.0	1.0
UP_SEQ_FEATURE	repeat:26	3	1.0676156583629894	0.03944158837615039	4670, 388697, 6238	205	31	20063	9.471125098347759	0.9999999999999949	1.0	1.0
UP_KEYWORDS	Spliceosome	5	1.7793594306049825	0.04010201176504875	140890, 4670, 26121, 11066, 55119	209	127	20581	3.8769167012018233	0.9999760932145589	0.5487643715217198	0.5339899461345966
INTERPRO	IPR019805:Heat shock protein Hsp90, conserved site	2	0.7117437722419928	0.04074703776171121	3326, 3320	193	4	18559	48.08031088082902	0.9999999953099045	1.0	1.0
UP_KEYWORDS	ATP-binding	22	7.829181494661921	0.04280032615148939	4141, 7444, 8576, 3320, 65018, 10939, 3099, 9088, 653857, 5590, 80179, 10998, 4629, 55760, 3326, 27102, 1453, 953, 10352, 10131, 109, 4216	209	1391	20581	1.557455825040675	0.9999885009778605	0.5564042399693621	0.5414241258163408
INTERPRO	IPR008271:Serine/threonine-protein kinase, active site	8	2.8469750889679712	0.04334648033884538	7444, 27102, 8576, 1453, 65018, 4216, 9088, 5590	193	312	18559	2.4656569682476417	0.9999999986575301	1.0	1.0
GOTERM_MF_DIRECT	GO:0032564~dATP binding	2	0.7117437722419928	0.04335392479599121	3326, 3320	187	4	16881	45.13636363636363	0.9999998770539513	1.0	1.0
INTERPRO	IPR003594:Histidine kinase-like ATPase, ATP-binding domain	3	1.0676156583629894	0.04558530576541624	3326, 10131, 3320	193	33	18559	8.741874705605277	0.9999999995441615	1.0	1.0
UP_SEQ_FEATURE	repeat:25	3	1.0676156583629894	0.04665592923812588	4670, 388697, 6238	205	34	20063	8.635437589670016	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:24	3	1.0676156583629894	0.04665592923812588	4670, 388697, 6238	205	34	20063	8.635437589670016	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0006397~mRNA processing	6	2.135231316725979	0.04736347600829569	9584, 140890, 55119, 58517, 58506, 9295	185	179	16792	3.0424882983542205	1.0	1.0	1.0
UP_SEQ_FEATURE	domain:RRM	5	1.7793594306049825	0.04918509203887609	140890, 1153, 11066, 58517, 9295	205	135	20063	3.624751580849142	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0003729~mRNA binding	5	1.7793594306049825	0.049549316855456174	7298, 3320, 11066, 58517, 51747	187	125	16881	3.610909090909091	0.999999988067765	1.0	1.0
GOTERM_BP_DIRECT	GO:0006511~ubiquitin-dependent protein catabolic process	6	2.135231316725979	0.05049622897898282	8454, 10273, 65018, 9736, 8878, 10213	185	182	16792	2.992337392337393	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0072656~maintenance of protein location in mitochondrion	2	0.7117437722419928	0.05360663454959327	65018, 3099	185	5	16792	36.307027027027026	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:23	3	1.0676156583629894	0.05431041109726048	4670, 388697, 6238	205	37	20063	7.935266974291365	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005669~transcription factor TFIID complex	3	1.0676156583629894	0.05455538877461066	2067, 83860, 6878	192	36	18224	7.909722222222221	0.9999997045579269	1.0	1.0
GOTERM_BP_DIRECT	GO:0016055~Wnt signaling pathway	6	2.135231316725979	0.05505385951438384	8322, 8454, 1453, 10297, 9736, 54623	185	187	16792	2.912328371151901	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0000422~mitophagy	3	1.0676156583629894	0.056121878152134055	65018, 84971, 8878	185	35	16792	7.780077220077221	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0015630~microtubule cytoskeleton	5	1.7793594306049825	0.056191489361107565	9584, 6709, 10297, 1130, 63935	192	137	18224	3.4641119221411194	0.9999998142698939	1.0	1.0
GOTERM_BP_DIRECT	GO:0006366~transcription from RNA polymerase II promoter	11	3.9145907473309607	0.05637134829330656	6619, 8576, 2551, 254251, 7975, 83860, 6878, 1052, 10488, 8928, 58506	185	513	16792	1.9462831252304937	1.0	1.0	1.0
UP_SEQ_FEATURE	transit peptide:Mitochondrion	10	3.558718861209965	0.05857971946311508	2744, 284106, 10352, 515, 10131, 65018, 51106, 50, 55052, 384	205	482	20063	2.0304625037951625	1.0	1.0	1.0
KEGG_PATHWAY	hsa03040:Spliceosome	5	1.7793594306049825	0.05900588469148749	4670, 26121, 8896, 55119, 58517	77	133	6879	3.3585587344985837	0.999950493078555	1.0	1.0
UP_SEQ_FEATURE	binding site:ATP	11	3.9145907473309607	0.05957499091691026	4141, 7444, 27102, 8576, 1453, 10131, 65018, 3099, 4216, 9088, 5590	205	558	20063	1.929303260774543	1.0	1.0	1.0
UP_KEYWORDS	Actin-binding	7	2.491103202846975	0.06024795093104832	80179, 4629, 2316, 6709, 60312, 5216, 653857	209	274	20581	2.5157510564733	0.9999999037383841	0.7459270115272649	0.7258443612169155
GOTERM_CC_DIRECT	GO:0016607~nuclear speck	6	2.135231316725979	0.060838137177439126	9584, 4000, 26121, 10409, 58517, 51747	192	201	18224	2.833333333333333	0.9999999505188006	1.0	1.0
