exonID	exon_id	exon_name	exon_rank	tx_name.x	length	rank.x	V1	tx_name.y	rank.y	V4	V5	exonLoc	Sample
ENSMUST00000000542.13:3	409153	ENSMUSE00000132926.3	3	ENSMUST00000000542.13	137	3	CDS (ENSMUST00000000542.13, CDS 11 of 11, 1994bp)	ENSMUST00000000542.13	3	6	1994	Middle	group1
ENSMUST00000000619.7:13	211280	ENSMUSE00000677182.2	1	ENSMUST00000000619.7	293	13	CDS (ENSMUST00000000619.7, CDS 2 of 13, 217bp)	ENSMUST00000000619.7	13	9	217	Middle	group1
ENSMUST00000000619.7:5	211252	ENSMUSE00000198943.3	9	ENSMUST00000000619.7	546	5	CDS (ENSMUST00000000619.7, CDS 12 of 13, 145bp)	ENSMUST00000000619.7	5	9	145	Middle	group1
ENSMUST00000000641.14:1	181817	ENSMUSE00000336254.9	14	ENSMUST00000000641.14	2220	1	CDS (ENSMUST00000000641.14, CDS 1 of 14, 2220bp)	ENSMUST00000000641.14	1	10	2220	First	group1
ENSMUST00000000641.14:1	181817	ENSMUSE00000336254.9	14	ENSMUST00000000641.14	2220	1	CDS (ENSMUST00000000641.14, CDS 1 of 14, 2220bp)	ENSMUST00000000641.14	1	10	2220	First	group1
ENSMUST00000000707.8:7	169118	ENSMUSE00000194617.1	7	ENSMUST00000000707.8	155	7	CDS (ENSMUST00000000707.8, CDS 14 of 14, 1763bp)	ENSMUST00000000707.8	7	10	1763	Middle	group1
ENSMUST00000000707.8:7	169118	ENSMUSE00000194617.1	7	ENSMUST00000000707.8	155	7	CDS (ENSMUST00000000707.8, CDS 14 of 14, 1763bp)	ENSMUST00000000707.8	7	10	1763	Middle	group1
ENSMUST00000000727.3:1	312037	ENSMUSE00000444807.3	6	ENSMUST00000000727.3	2471	1	CDS (ENSMUST00000000727.3, CDS 1 of 6, 2471bp)	ENSMUST00000000727.3	1	61	2471	First	group1
ENSMUST00000000727.3:1	312037	ENSMUSE00000444807.3	6	ENSMUST00000000727.3	2471	1	CDS (ENSMUST00000000727.3, CDS 1 of 6, 2471bp)	ENSMUST00000000727.3	1	61	2471	First	group1
ENSMUST00000000759.8:1	256255	ENSMUSE00000633865.3	7	ENSMUST00000000759.8	1483	1	CDS (ENSMUST00000000759.8, CDS 1 of 7, 1483bp)	ENSMUST00000000759.8	1	70	1483	First	group1
ENSMUST00000000759.8:1	256255	ENSMUSE00000633865.3	7	ENSMUST00000000759.8	1483	1	CDS (ENSMUST00000000759.8, CDS 1 of 7, 1483bp)	ENSMUST00000000759.8	1	70	1483	First	group1
ENSMUST00000000804.6:1	473992	ENSMUSE00000736648.1	1	ENSMUST00000000804.6	188	1	CDS (ENSMUST00000000804.6, CDS 1 of 17, 188bp)	ENSMUST00000000804.6	1	14	188	First	group1
ENSMUST00000000804.6:10	474017	ENSMUSE00001246622.1	10	ENSMUST00000000804.6	161	10	CDS (ENSMUST00000000804.6, CDS 17 of 17, 2640bp)	ENSMUST00000000804.6	10	14	2640	Middle	group1
ENSMUST00000000808.7:9	237378	ENSMUSE00000213552.1	9	ENSMUST00000000808.7	238	9	CDS (ENSMUST00000000808.7, CDS 16 of 16, 910bp)	ENSMUST00000000808.7	9	13	910	Middle	group1
ENSMUST00000000809.2:1	250549	ENSMUSE00000371640.3	15	ENSMUST00000000809.2	1080	1	CDS (ENSMUST00000000809.2, CDS 1 of 15, 1080bp)	ENSMUST00000000809.2	1	12	1080	First	group1
ENSMUST00000000811.7:1	79762	ENSMUSE00000494735.4	1	ENSMUST00000000811.7	1241	1	CDS (ENSMUST00000000811.7, CDS 1 of 8, 1241bp)	ENSMUST00000000811.7	1	79	1241	First	group1
ENSMUST00000000811.7:1	79762	ENSMUSE00000494735.4	1	ENSMUST00000000811.7	1241	1	CDS (ENSMUST00000000811.7, CDS 1 of 8, 1241bp)	ENSMUST00000000811.7	1	79	1241	First	group1
ENSMUST00000000896.10:1	70328	ENSMUSE00000360861.4	4	ENSMUST00000000896.10	2335	1	CDS (ENSMUST00000000896.10, CDS 1 of 4, 2335bp)	ENSMUST00000000896.10	1	39	2335	First	group1
ENSMUST00000000901.12:1	478241	ENSMUSE00000761887.1	1	ENSMUST00000000901.12	707	1	CDS (ENSMUST00000000901.12, CDS 1 of 19, 707bp)	ENSMUST00000000901.12	1	16	707	First	group1
ENSMUST00000000901.12:11	478267	ENSMUSE00001241158.1	11	ENSMUST00000000901.12	177	11	CDS (ENSMUST00000000901.12, CDS 18 of 19, 92bp)	ENSMUST00000000901.12	11	16	92	Middle	group1
ENSMUST00000000939.14:27	141453	ENSMUSE00000188630.3	27	ENSMUST00000000939.14	101	27	CDS (ENSMUST00000000939.14, CDS 32 of 32, 3441bp)	ENSMUST00000000939.14	27	31	3441	Middle	group1
ENSMUST00000000939.14:27	141453	ENSMUSE00000188630.3	27	ENSMUST00000000939.14	101	27	CDS (ENSMUST00000000939.14, CDS 32 of 32, 3441bp)	ENSMUST00000000939.14	27	31	3441	Middle	group1
ENSMUST00000000939.14:27	141453	ENSMUSE00000188630.3	27	ENSMUST00000000939.14	101	27	CDS (ENSMUST00000000939.14, CDS 32 of 32, 3441bp)	ENSMUST00000000939.14	27	31	3441	Middle	group1
ENSMUST00000000985.6:2	390596	ENSMUSE00000124141.3	2	ENSMUST00000000985.6	147	2	CDS (ENSMUST00000000985.6, CDS 10 of 10, 1356bp)	ENSMUST00000000985.6	2	2	1356	Last	group1
ENSMUST00000001002.7:14	322606	ENSMUSE00001217512.1	14	ENSMUST00000001002.7	87	14	CDS (ENSMUST00000001002.7, CDS 20 of 20, 2604bp)	ENSMUST00000001002.7	14	18	2604	Middle	group1
ENSMUST00000001042.9:7	80149	ENSMUSE00000174388.3	7	ENSMUST00000001042.9	66	7	CDS (ENSMUST00000001042.9, CDS 14 of 14, 921bp)	ENSMUST00000001042.9	7	10	921	Middle	group1
ENSMUST00000001042.9:7	80149	ENSMUSE00000174388.3	7	ENSMUST00000001042.9	66	7	CDS (ENSMUST00000001042.9, CDS 14 of 14, 921bp)	ENSMUST00000001042.9	7	10	921	Middle	group1
ENSMUST00000001059.8:1	344389	ENSMUSE00000834860.1	22	ENSMUST00000001059.8	4105	1	CDS (ENSMUST00000001059.8, CDS 1 of 22, 4105bp)	ENSMUST00000001059.8	1	20	4105	First	group1
ENSMUST00000001079.14:13	96782	ENSMUSE00000175034.3	12	ENSMUST00000001079.14	119	13	CDS (ENSMUST00000001079.14, CDS 2 of 24, 104bp)	ENSMUST00000001079.14	13	22	104	Middle	group1
ENSMUST00000001079.14:17	96786	ENSMUSE00000175046.3	8	ENSMUST00000001079.14	103	17	CDS (ENSMUST00000001079.14, CDS 23 of 24, 774bp)	ENSMUST00000001079.14	17	22	774	Middle	group1
ENSMUST00000001080.15:1	333514	ENSMUSE00000103668.8	5	ENSMUST00000001080.15	1086	1	CDS (ENSMUST00000001080.15, CDS 1 of 5, 1086bp)	ENSMUST00000001080.15	1	50	1086	First	group1
ENSMUST00000001092.14:3	244598	ENSMUSE00001307651.1	3	ENSMUST00000001092.14	47	3	CDS (ENSMUST00000001092.14, CDS 11 of 11, 1976bp)	ENSMUST00000001092.14	3	6	1976	Middle	group1
ENSMUST00000001092.14:3	244598	ENSMUSE00001307651.1	3	ENSMUST00000001092.14	47	3	CDS (ENSMUST00000001092.14, CDS 11 of 11, 1976bp)	ENSMUST00000001092.14	3	6	1976	Middle	group1
ENSMUST00000001092.14:3	244598	ENSMUSE00001307651.1	3	ENSMUST00000001092.14	47	3	CDS (ENSMUST00000001092.14, CDS 11 of 11, 1976bp)	ENSMUST00000001092.14	3	6	1976	Middle	group1
ENSMUST00000001092.14:3	244598	ENSMUSE00001307651.1	3	ENSMUST00000001092.14	47	3	CDS (ENSMUST00000001092.14, CDS 11 of 11, 1976bp)	ENSMUST00000001092.14	3	6	1976	Middle	group1
ENSMUST00000001127.10:3	321700	ENSMUSE00000284282.1	3	ENSMUST00000001127.10	98	3	CDS (ENSMUST00000001127.10, CDS 11 of 11, 943bp)	ENSMUST00000001127.10	3	6	943	Middle	group1
ENSMUST00000001147.4:1	305514	ENSMUSE00000329242.3	35	ENSMUST00000001147.4	1390	1	CDS (ENSMUST00000001147.4, CDS 1 of 35, 1390bp)	ENSMUST00000001147.4	1	34	1390	First	group1
ENSMUST00000001147.4:1	305514	ENSMUSE00000329242.3	35	ENSMUST00000001147.4	1390	1	CDS (ENSMUST00000001147.4, CDS 1 of 35, 1390bp)	ENSMUST00000001147.4	1	34	1390	First	group1
ENSMUST00000001166.13:1	1656	ENSMUSE00000630247.2	1	ENSMUST00000001166.13	1287	1	CDS (ENSMUST00000001166.13, CDS 1 of 8, 1287bp)	ENSMUST00000001166.13	1	79	1287	First	group1
ENSMUST00000001166.13:1	1656	ENSMUSE00000630247.2	1	ENSMUST00000001166.13	1287	1	CDS (ENSMUST00000001166.13, CDS 1 of 8, 1287bp)	ENSMUST00000001166.13	1	79	1287	First	group1
ENSMUST00000001184.9:1	182496	ENSMUSE00000414569.9	6	ENSMUST00000001184.9	4038	1	CDS (ENSMUST00000001184.9, CDS 1 of 6, 4038bp)	ENSMUST00000001184.9	1	61	4038	First	group1
ENSMUST00000001185.13:1	182529	ENSMUSE00000194219.4	14	ENSMUST00000001185.13	1284	1	CDS (ENSMUST00000001185.13, CDS 1 of 14, 1284bp)	ENSMUST00000001185.13	1	10	1284	First	group1
ENSMUST00000001202.14:18	475391	ENSMUSE00001215542.1	18	ENSMUST00000001202.14	236	18	CDS (ENSMUST00000001202.14, CDS 24 of 24, 2409bp)	ENSMUST00000001202.14	18	22	2409	Middle	group1
ENSMUST00000001240.11:1	306015	ENSMUSE00000817847.1	10	ENSMUST00000001240.11	4598	1	CDS (ENSMUST00000001240.11, CDS 1 of 10, 4598bp)	ENSMUST00000001240.11	1	2	4598	First	group1
ENSMUST00000001240.11:1	306015	ENSMUSE00000817847.1	10	ENSMUST00000001240.11	4598	1	CDS (ENSMUST00000001240.11, CDS 1 of 10, 4598bp)	ENSMUST00000001240.11	1	2	4598	First	group1
ENSMUST00000001242.8:1	305936	ENSMUSE00000334921.8	7	ENSMUST00000001242.8	653	1	CDS (ENSMUST00000001242.8, CDS 1 of 7, 653bp)	ENSMUST00000001242.8	1	70	653	First	group1
ENSMUST00000001319.14:1	245769	ENSMUSE00000234733.8	5	ENSMUST00000001319.14	3543	1	CDS (ENSMUST00000001319.14, CDS 1 of 5, 3543bp)	ENSMUST00000001319.14	1	50	3543	First	group1
ENSMUST00000001412.16:22	162930	ENSMUSE00001240514.1	22	ENSMUST00000001412.16	81	22	CDS (ENSMUST00000001412.16, CDS 28 of 28, 872bp)	ENSMUST00000001412.16	22	26	872	Middle	group1
ENSMUST00000001416.6:1	457570	ENSMUSE00000275641.3	13	ENSMUST00000001416.6	424	1	CDS (ENSMUST00000001416.6, CDS 1 of 13, 424bp)	ENSMUST00000001416.6	1	9	424	First	group1
ENSMUST00000001419.8:1	452865	ENSMUSE00000703762.3	1	ENSMUST00000001419.8	37	1	CDS (ENSMUST00000001419.8, CDS 1 of 6, 37bp)	ENSMUST00000001419.8	1	61	37	First	group1
ENSMUST00000001451.10:5	78974	ENSMUSE00000292652.1	5	ENSMUST00000001451.10	90	5	CDS (ENSMUST00000001451.10, CDS 12 of 22, 603bp)	ENSMUST00000001451.10	5	20	603	Middle	group1
ENSMUST00000001520.12:10	244747	ENSMUSE00000579443.1	10	ENSMUST00000001520.12	154	10	CDS (ENSMUST00000001520.12, CDS 17 of 17, 2069bp)	ENSMUST00000001520.12	10	14	2069	Middle	group1
ENSMUST00000001522.9:6	244717	ENSMUSE00000215307.1	6	ENSMUST00000001522.9	142	6	CDS (ENSMUST00000001522.9, CDS 13 of 13, 1807bp)	ENSMUST00000001522.9	6	9	1807	Middle	group1
ENSMUST00000001544.11:14	260089	ENSMUSE00001311410.1	14	ENSMUST00000001544.11	101	14	CDS (ENSMUST00000001544.11, CDS 20 of 20, 1644bp)	ENSMUST00000001544.11	14	18	1644	Middle	group1
ENSMUST00000001562.8:1	186958	ENSMUSE00000651266.4	11	ENSMUST00000001562.8	2052	1	CDS (ENSMUST00000001562.8, CDS 1 of 11, 2052bp)	ENSMUST00000001562.8	1	6	2052	First	group1
ENSMUST00000001562.8:1	186958	ENSMUSE00000651266.4	11	ENSMUST00000001562.8	2052	1	CDS (ENSMUST00000001562.8, CDS 1 of 11, 2052bp)	ENSMUST00000001562.8	1	6	2052	First	group1
ENSMUST00000001611.10:1	130566	ENSMUSE00000550658.4	1	ENSMUST00000001611.10	980	1	CDS (ENSMUST00000001611.10, CDS 1 of 11, 980bp)	ENSMUST00000001611.10	1	6	980	First	group1
ENSMUST00000001611.10:1	130566	ENSMUSE00000550658.4	1	ENSMUST00000001611.10	980	1	CDS (ENSMUST00000001611.10, CDS 1 of 11, 980bp)	ENSMUST00000001611.10	1	6	980	First	group1
ENSMUST00000001611.10:1	130566	ENSMUSE00000550658.4	1	ENSMUST00000001611.10	980	1	CDS (ENSMUST00000001611.10, CDS 1 of 11, 980bp)	ENSMUST00000001611.10	1	6	980	First	group1
ENSMUST00000001675.13:7	176294	ENSMUSE00000197152.4	7	ENSMUST00000001675.13	155	7	CDS (ENSMUST00000001675.13, CDS 14 of 14, 3219bp)	ENSMUST00000001675.13	7	10	3219	Middle	group1
ENSMUST00000001724.11:1	24754	ENSMUSE00000383177.6	13	ENSMUST00000001724.11	304	1	CDS (ENSMUST00000001724.11, CDS 1 of 13, 304bp)	ENSMUST00000001724.11	1	9	304	First	group1
ENSMUST00000001724.11:3	24757	ENSMUSE00001252691.1	11	ENSMUST00000001724.11	57	3	CDS (ENSMUST00000001724.11, CDS 11 of 13, 111bp)	ENSMUST00000001724.11	3	9	111	Middle	group1
ENSMUST00000001724.11:5	24762	ENSMUSE00001248398.1	9	ENSMUST00000001724.11	153	5	CDS (ENSMUST00000001724.11, CDS 12 of 13, 288bp)	ENSMUST00000001724.11	5	9	288	Middle	group1
ENSMUST00000001724.11:5	24762	ENSMUSE00001248398.1	9	ENSMUST00000001724.11	153	5	CDS (ENSMUST00000001724.11, CDS 12 of 13, 288bp)	ENSMUST00000001724.11	5	9	288	Middle	group1
ENSMUST00000001724.11:6	24765	ENSMUSE00000158194.3	8	ENSMUST00000001724.11	162	6	CDS (ENSMUST00000001724.11, CDS 13 of 13, 199bp)	ENSMUST00000001724.11	6	9	199	Middle	group1
ENSMUST00000001724.11:6	24765	ENSMUSE00000158194.3	8	ENSMUST00000001724.11	162	6	CDS (ENSMUST00000001724.11, CDS 13 of 13, 199bp)	ENSMUST00000001724.11	6	9	199	Middle	group1
ENSMUST00000001812.4:5	164356	ENSMUSE00000192507.3	5	ENSMUST00000001812.4	220	5	CDS (ENSMUST00000001812.4, CDS 12 of 12, 1514bp)	ENSMUST00000001812.4	5	8	1514	Middle	group1
ENSMUST00000001824.6:1	223027	ENSMUSE00001376603.1	19	ENSMUST00000001824.6	872	1	CDS (ENSMUST00000001824.6, CDS 1 of 19, 872bp)	ENSMUST00000001824.6	1	16	872	First	group1
ENSMUST00000001836.10:8	295902	ENSMUSE00001301759.1	8	ENSMUST00000001836.10	62	8	CDS (ENSMUST00000001836.10, CDS 15 of 15, 1067bp)	ENSMUST00000001836.10	8	12	1067	Middle	group1
ENSMUST00000001884.13:9	202372	ENSMUSE00001272861.1	9	ENSMUST00000001884.13	56	9	CDS (ENSMUST00000001884.13, CDS 16 of 16, 2664bp)	ENSMUST00000001884.13	9	13	2664	Middle	group1
ENSMUST00000001927.11:29	440173	ENSMUSE00000138175.4	29	ENSMUST00000001927.11	129	29	CDS (ENSMUST00000001927.11, CDS 34 of 34, 1396bp)	ENSMUST00000001927.11	29	33	1396	Middle	group1
ENSMUST00000001950.11:1	230957	ENSMUSE00000227826.3	6	ENSMUST00000001950.11	2999	1	CDS (ENSMUST00000001950.11, CDS 1 of 6, 2999bp)	ENSMUST00000001950.11	1	61	2999	First	group1
ENSMUST00000001975.4:1	251969	ENSMUSE00000264969.5	6	ENSMUST00000001975.4	2822	1	CDS (ENSMUST00000001975.4, CDS 1 of 6, 2822bp)	ENSMUST00000001975.4	1	61	2822	First	group1
ENSMUST00000002043.9:1	344237	ENSMUSE00000671385.2	13	ENSMUST00000002043.9	3609	1	CDS (ENSMUST00000002043.9, CDS 1 of 13, 3609bp)	ENSMUST00000002043.9	1	9	3609	First	group1
ENSMUST00000002044.9:9	326845	ENSMUSE00000108198.1	9	ENSMUST00000002044.9	68	9	CDS (ENSMUST00000002044.9, CDS 16 of 16, 1481bp)	ENSMUST00000002044.9	9	13	1481	Middle	group1
ENSMUST00000002080.11:1	485512	ENSMUSE00000372750.4	8	ENSMUST00000002080.11	2562	1	CDS (ENSMUST00000002080.11, CDS 1 of 8, 2562bp)	ENSMUST00000002080.11	1	79	2562	First	group1
ENSMUST00000002084.13:1	476700	ENSMUSE00000699444.1	1	ENSMUST00000002084.13	1334	1	CDS (ENSMUST00000002084.13, CDS 1 of 10, 1334bp)	ENSMUST00000002084.13	1	2	1334	First	group1
ENSMUST00000002095.10:1	277311	ENSMUSE00000348557.2	36	ENSMUST00000002095.10	4823	1	CDS (ENSMUST00000002095.10, CDS 1 of 36, 4823bp)	ENSMUST00000002095.10	1	35	4823	First	group1
ENSMUST00000002095.10:1	277311	ENSMUSE00000348557.2	36	ENSMUST00000002095.10	4823	1	CDS (ENSMUST00000002095.10, CDS 1 of 36, 4823bp)	ENSMUST00000002095.10	1	35	4823	First	group1
ENSMUST00000002095.10:1	277311	ENSMUSE00000348557.2	36	ENSMUST00000002095.10	4823	1	CDS (ENSMUST00000002095.10, CDS 1 of 36, 4823bp)	ENSMUST00000002095.10	1	35	4823	First	group1
ENSMUST00000002095.10:1	277311	ENSMUSE00000348557.2	36	ENSMUST00000002095.10	4823	1	CDS (ENSMUST00000002095.10, CDS 1 of 36, 4823bp)	ENSMUST00000002095.10	1	35	4823	First	group1
ENSMUST00000002095.10:2	277312	ENSMUSE00000216452.1	35	ENSMUST00000002095.10	130	2	CDS (ENSMUST00000002095.10, CDS 10 of 36, 4237bp)	ENSMUST00000002095.10	2	35	4237	Middle	group1
ENSMUST00000002095.10:2	277312	ENSMUSE00000216452.1	35	ENSMUST00000002095.10	130	2	CDS (ENSMUST00000002095.10, CDS 10 of 36, 4237bp)	ENSMUST00000002095.10	2	35	4237	Middle	group1
ENSMUST00000002095.10:2	277312	ENSMUSE00000216452.1	35	ENSMUST00000002095.10	130	2	CDS (ENSMUST00000002095.10, CDS 10 of 36, 4237bp)	ENSMUST00000002095.10	2	35	4237	Middle	group1
ENSMUST00000002095.10:29	277361	ENSMUSE00001213505.1	8	ENSMUST00000002095.10	74	29	CDS (ENSMUST00000002095.10, CDS 34 of 36, 2651bp)	ENSMUST00000002095.10	29	35	2651	Middle	group1
ENSMUST00000002099.10:5	260990	ENSMUSE00001264690.1	5	ENSMUST00000002099.10	75	5	CDS (ENSMUST00000002099.10, CDS 12 of 12, 2963bp)	ENSMUST00000002099.10	5	8	2963	Middle	group1
ENSMUST00000002121.4:1	338722	ENSMUSE00000772005.1	37	ENSMUST00000002121.4	1024	1	CDS (ENSMUST00000002121.4, CDS 1 of 37, 1024bp)	ENSMUST00000002121.4	1	36	1024	First	group1
ENSMUST00000002172.13:3	42214	ENSMUSE00001302724.1	3	ENSMUST00000002172.13	87	3	CDS (ENSMUST00000002172.13, CDS 11 of 11, 3492bp)	ENSMUST00000002172.13	3	6	3492	Middle	group1
ENSMUST00000002176.12:1	53684	ENSMUSE00001311666.1	16	ENSMUST00000002176.12	5982	1	CDS (ENSMUST00000002176.12, CDS 1 of 16, 5982bp)	ENSMUST00000002176.12	1	13	5982	First	group1
ENSMUST00000002198.3:9	312729	ENSMUSE00000104483.1	9	ENSMUST00000002198.3	186	9	CDS (ENSMUST00000002198.3, CDS 16 of 16, 2508bp)	ENSMUST00000002198.3	9	13	2508	Middle	group1
ENSMUST00000002259.12:6	238766	ENSMUSE00000279201.3	6	ENSMUST00000002259.12	82	6	CDS (ENSMUST00000002259.12, CDS 13 of 15, 163bp)	ENSMUST00000002259.12	6	12	163	Middle	group1
ENSMUST00000002291.11:9	148038	ENSMUSE00000455987.1	13	ENSMUST00000002291.11	44	9	CDS (ENSMUST00000002291.11, CDS 16 of 21, 621bp)	ENSMUST00000002291.11	9	19	621	Middle	group1
ENSMUST00000002292.14:1	181097	ENSMUSE00000808495.1	9	ENSMUST00000002292.14	4555	1	CDS (ENSMUST00000002292.14, CDS 1 of 9, 4555bp)	ENSMUST00000002292.14	1	84	4555	First	group1
ENSMUST00000002292.14:1	181097	ENSMUSE00000808495.1	9	ENSMUST00000002292.14	4555	1	CDS (ENSMUST00000002292.14, CDS 1 of 9, 4555bp)	ENSMUST00000002292.14	1	84	4555	First	group1
ENSMUST00000002292.14:1	181097	ENSMUSE00000808495.1	9	ENSMUST00000002292.14	4555	1	CDS (ENSMUST00000002292.14, CDS 1 of 9, 4555bp)	ENSMUST00000002292.14	1	84	4555	First	group1
ENSMUST00000002305.8:13	179023	ENSMUSE00000193878.3	8	ENSMUST00000002305.8	88	13	CDS (ENSMUST00000002305.8, CDS 2 of 20, 268bp)	ENSMUST00000002305.8	13	18	268	Middle	group1
ENSMUST00000002327.5:3	433960	ENSMUSE00000394079.1	3	ENSMUST00000002327.5	186	3	CDS (ENSMUST00000002327.5, CDS 11 of 11, 540bp)	ENSMUST00000002327.5	3	6	540	Middle	group1
ENSMUST00000002336.15:1	211129	ENSMUSE00001365249.2	8	ENSMUST00000002336.15	6994	1	CDS (ENSMUST00000002336.15, CDS 1 of 8, 6994bp)	ENSMUST00000002336.15	1	79	6994	First	group1
ENSMUST00000002336.15:1	211129	ENSMUSE00001365249.2	8	ENSMUST00000002336.15	6994	1	CDS (ENSMUST00000002336.15, CDS 1 of 8, 6994bp)	ENSMUST00000002336.15	1	79	6994	First	group1
ENSMUST00000002336.15:1	211129	ENSMUSE00001365249.2	8	ENSMUST00000002336.15	6994	1	CDS (ENSMUST00000002336.15, CDS 1 of 8, 6994bp)	ENSMUST00000002336.15	1	79	6994	First	group1
ENSMUST00000002336.15:1	211129	ENSMUSE00001365249.2	8	ENSMUST00000002336.15	6994	1	CDS (ENSMUST00000002336.15, CDS 1 of 8, 6994bp)	ENSMUST00000002336.15	1	79	6994	First	group1
ENSMUST00000002360.15:1	445034	ENSMUSE00000303676.9	7	ENSMUST00000002360.15	1819	1	CDS (ENSMUST00000002360.15, CDS 1 of 7, 1819bp)	ENSMUST00000002360.15	1	70	1819	First	group1
ENSMUST00000002368.15:1	146449	ENSMUSE00000346405.8	12	ENSMUST00000002368.15	1190	1	CDS (ENSMUST00000002368.15, CDS 1 of 12, 1190bp)	ENSMUST00000002368.15	1	8	1190	First	group1
ENSMUST00000002400.6:1	399232	ENSMUSE00000315635.6	6	ENSMUST00000002400.6	1196	1	CDS (ENSMUST00000002400.6, CDS 1 of 6, 1196bp)	ENSMUST00000002400.6	1	61	1196	First	group1
ENSMUST00000002412.8:1	250019	ENSMUSE00000392943.6	15	ENSMUST00000002412.8	3366	1	CDS (ENSMUST00000002412.8, CDS 1 of 15, 3366bp)	ENSMUST00000002412.8	1	12	3366	First	group1
ENSMUST00000002445.8:9	439016	ENSMUSE00000139663.3	9	ENSMUST00000002445.8	104	9	CDS (ENSMUST00000002445.8, CDS 16 of 16, 914bp)	ENSMUST00000002445.8	9	13	914	Middle	group1
