ID	Description	GeneRatio	BgRatio	pvalue	p_adjust	qvalue	geneID	Count	GO	Sample
GO:0003713	transcription coactivator activity	128/4582	301/17354	7.49164381711316e-10	7.53931791413115e-08	6.09368157372841e-08	4335/87/6671/2648/7337/607/6659/8554/81/3727/5914/23558/23326/9663/1387/2033/9441/2247/9477/7994/9321/29777/23082/84159/9412/9443/9794/10629/5469/1877/3726/51282/5308/8609/93624/10432/3054/9792/6879/6047/8204/6935/4261/8289/4928/10498/7025/84193/283149/92140/10011/1488/9913/473/23076/7332/57826/8805/10847/57492/9967/2551/57591/3275/6256/6597/10472/5253/6942/1999/5467/27097/10370/22926/26205/3725/8721/55809/4520/64855/10691/23054/7027/171023/9500/10084/10524/7020/2296/5927/56254/9862/2962/7041/10062/10025/1499/10521/133396/9969/8896/28996/8648/22954/83637/6872/85441/7182/8692/6603/55827/10499/4205/56970/27005/1050/9970/10923/56943/84441/10413/329/11030/7543/5901/6666/2957/57496	128	MF	group1
GO:0050839	cell adhesion molecule binding	179/4582	463/17354	3.51992860160398e-09	3.24713413497967e-07	2.62450816786261e-07	3675/9052/87/2036/2802/7414/83874/85377/4627/10598/1983/128866/30844/5216/55379/11329/2023/471/56829/667/79637/11135/81/3337/23647/2995/7057/8482/829/11252/822/1656/867/3655/7531/118/3383/57410/6282/1956/26011/11096/114793/4690/9208/3678/6159/819/5093/114990/2194/1627/3054/6868/4323/392/5499/8851/23164/1453/22905/7094/2011/811/7706/57142/3927/64787/10938/8607/5339/3309/5062/10528/5034/682/8971/6711/55742/23367/2810/1982/5318/5962/5817/7082/1981/2017/7529/1399/5663/6709/85456/1969/2316/1500/1490/50848/8407/9531/7412/5586/26135/5770/64855/55357/22837/23670/6520/79026/7223/1832/5214/5789/10458/151963/5781/10755/57175/90102/55898/7534/1499/977/5829/1654/55082/832/5905/5861/1936/3939/6147/3688/22871/9351/55324/5902/989/6714/23075/28988/3491/9414/26130/8754/11188/83939/2317/10652/831/55714/11336/3084/57451/9685/50807/22827/9793/3312/6712/9973/23042/23085/5901/9798/23499/51474/9369/7112/3690/57496/57555/5797/7077/10801/7408/10298/1938	179	MF	group1
GO:0004674	protein serine/threonine kinase activity	173/4582	450/17354	1.0347504017469e-08	8.81129765179857e-07	7.12176389866285e-07	90956/6793/8621/8767/595/1027/11329/23178/91754/65266/5894/4294/1455/1019/91/51719/8737/3706/9891/57551/5597/904/90/5290/2932/1021/1017/146057/150094/10733/10769/1956/5531/2071/51422/5681/9261/27148/7048/166614/22853/53944/23235/613/8493/5581/5598/9344/4296/9943/1453/2580/5591/2011/9475/9212/10494/9263/65018/8408/6794/5062/5600/8558/55589/7016/2185/1859/5170/8445/7204/9020/1456/246330/818/6416/5058/30849/1612/57162/83931/1454/415116/4638/9578/4215/115701/8476/4216/4751/8444/81788/25778/282974/5586/23139/112858/6789/1025/5292/6732/6195/149420/659/65267/84930/8878/369/5590/23683/5256/6792/140901/84254/9088/26524/79705/23049/208/10645/11113/6733/11214/10295/5606/6300/6790/5609/6093/5592/3985/28996/22848/8576/10188/9451/905/51347/6872/9448/204851/8317/51755/2081/7444/699/4140/340371/6198/23387/5601/2965/54861/80216/5891/3551/65125/26750/9113/8569/1613/207/4293/83694/8812/440275/5261/5257/11011/83983/57787/10298/25865	173	MF	group1
GO:0019902	phosphatase binding	74/4582	159/17354	3.47515626059968e-08	2.7478557003456e-06	2.22096452745092e-06	1407/11215/996/1741/23645/1445/284352/5296/2648/1075/81566/1027/5507/79637/4087/9368/5465/8178/6548/8036/63898/1000/55917/1956/3672/221908/161742/7184/6778/84687/4088/5501/1978/493/7415/5532/9666/23381/163882/4751/2029/5770/6780/23139/65979/56288/8660/84930/5520/2962/1499/23589/4233/5609/596/114794/9451/9351/55607/6198/51434/26133/25827/3156/65125/7186/23141/286262/8877/207/7187/2064/55125/9858	74	MF	group1
GO:0046332	SMAD binding	41/4582	74/17354	1.15315671743786e-07	8.51029657469139e-06	6.8784786654188e-06	1655/91/6498/4092/4087/8312/90/5371/4091/7048/5494/4088/5813/1601/56937/54778/51592/2316/142/3725/1290/4221/8928/8239/6497/10527/9392/7041/5814/1499/2280/28996/9839/6938/8498/4205/10140/4086/90993/7050/10273	41	MF	group1
GO:0042393	histone binding	86/4582	199/17354	1.87776473015095e-07	1.29917847267319e-05	1.05006580304494e-05	23411/83746/23774/11198/9733/2956/54454/83743/23378/3021/51317/55011/23476/55723/7158/4171/57649/57332/8535/55023/1105/222229/151636/79685/3622/8019/55689/114825/51773/84733/23613/6879/84289/81611/6830/165918/65980/10498/9425/144108/23133/3621/10541/9031/1514/8805/6597/11091/5253/55170/55705/10765/90780/6944/9682/546/9025/1104/10927/51720/148479/11176/10527/4300/10771/5927/56254/1106/51460/57680/4678/6907/4796/55355/11137/5928/54737/23198/6872/6418/8125/3014/4297/22823/84656/29128	86	MF	group1
GO:0008022	protein C-terminus binding	78/4582	180/17354	5.99563314739154e-07	3.90421523186025e-05	3.15559639336397e-05	1741/23411/1445/27161/30851/9784/8161/667/6310/8554/6382/7014/3839/51588/2033/25836/2071/5245/5190/153241/7015/8815/4691/4261/57409/6667/55670/9223/55137/5501/4987/1601/2035/7529/160/2074/3981/10963/4926/1063/6993/23328/481/1490/4288/25/3339/675/10971/1487/23215/7341/10458/8655/10401/1499/8938/11190/3265/9463/468/29899/23119/6907/9351/55607/114327/6714/28988/9414/6884/5515/6494/1613/11331/6477/2064/10055	78	MF	group1
GO:0001076		69/4582	155/17354	7.97331674991698e-07	4.90358980119894e-05	3.96334458329206e-05	4848/6659/23309/3976/3337/23558/84246/8553/4853/1387/5465/9441/7158/5307/9477/6722/57649/4851/23082/23389/9412/9443/400569/6621/5469/5308/10432/23613/284358/4928/10498/5932/3091/219541/473/23076/6837/9967/57591/6597/11060/4779/10370/9096/26036/3725/138151/55809/54797/23013/7088/8928/6873/1487/23168/9862/2908/25942/9969/468/28996/8648/6872/1385/10443/8692/4205/6666/57496	69	MF	group1
GO:0017048	Rho GTPase binding	71/4582	161/17354	8.5639837232614e-07	4.98964735876335e-05	4.03290092231146e-05	10928/7984/6655/5216/7126/26030/11135/23647/3706/23603/9828/57679/10435/8531/123720/114793/10602/23380/10152/50650/64283/55701/29/6242/613/4296/1857/9475/64787/23370/23268/5062/64423/91010/23580/92154/538/7204/9639/9138/10276/57522/5058/26084/2316/128239/55160/9578/9826/9181/8874/55920/9371/1855/6792/1729/11113/8936/11214/23365/6093/11078/64857/9732/6654/10672/26230/121512/1613/4650/10298	71	MF	group1
GO:0060589	nucleoside-triphosphatase regulator activity	133/4582	350/17354	1.07080894343335e-06	5.92692750190362e-05	4.79046106272817e-05	10928/83874/10598/79890/5296/23094/23232/28964/5216/5997/11135/83667/9779/3337/54453/9411/10049/8312/9093/9135/57148/22930/57514/57600/9905/396/5921/23092/10395/10435/5903/5147/55114/10602/23380/5364/216/9529/23102/29/6242/613/84079/96459/9743/125058/9610/94134/392/5998/116986/134266/55803/3301/23580/116987/6002/90627/92154/84144/85360/128637/9138/57522/23061/9815/4983/6904/4649/4763/130872/9824/146923/1122/57568/163590/481/9826/9531/55738/11080/3725/5900/8829/55357/4943/11138/80728/54206/9882/10527/23677/55188/51520/10144/57584/23365/2909/5905/29899/26000/10188/408/9732/6654/57636/9530/5902/8498/56882/26086/23158/57533/9462/23616/26130/26230/116988/93974/192111/9353/23216/50807/60626/6494/26092/134957/394/57465/89839/2873/4650/9712	133	MF	group1
GO:0001104		48/4582	98/17354	1.38391534668468e-06	7.29521089895211e-05	5.89638117635078e-05	4848/6659/23309/3337/23558/84246/1387/9441/7158/9477/57649/23082/23389/9412/9443/400569/5469/5308/10432/23613/4928/10498/5932/219541/473/23076/6837/9967/57591/6597/10370/9096/26036/55809/54797/7088/8928/1487/9862/25942/9969/28996/8648/10443/8692/4205/6666/57496	48	MF	group1
GO:0140101	catalytic activity, acting on a tRNA	56/4582	121/17354	1.92097732854271e-06	9.66600864862171e-05	7.81258722134594e-05	24140/8846/23438/6301/10352/57505/81890/91574/5082/16/4141/55798/54888/23395/92935/10248/9836/55006/64118/54931/3735/56931/10667/4234/55039/10785/283989/60528/51367/55157/80222/25973/8565/92675/10557/833/115708/51651/51520/10940/151903/91801/55152/11102/80746/54938/124454/25917/80745/3035/152992/11232/283459/54920/10775/2193	56	MF	group1
GO:0070577	lysine-acetylated histone binding	15/4582	19/17354	2.59594284129675e-06	0.000119737863554812	9.67785708378173e-05	54454/23476/55023/8019/23613/65980/10498/9031/8805/6597/11176/4300/23198/6872/4297	15	MF	group1
GO:0140033	acetylation-dependent protein binding	15/4582	19/17354	2.59594284129675e-06	0.000119737863554812	9.67785708378173e-05	54454/23476/55023/8019/23613/65980/10498/9031/8805/6597/11176/4300/23198/6872/4297	15	MF	group1
GO:0035257	nuclear hormone receptor binding	61/4582	137/17354	3.35810918350475e-06	0.00014869707464559	0.000120184960251749	2288/1407/23411/1655/7533/8554/81/23558/2033/9611/9320/25879/5469/55128/1051/79039/6879/6047/811/27086/8204/79447/4088/10766/3091/1488/6049/64324/9967/3275/6256/6597/2114/142/10579/23054/171023/10524/8928/5111/4824/7341/9862/7041/10025/1499/9969/23532/221037/8896/8648/10634/55818/408/23636/6714/10499/9113/5901/11331/9326	61	MF	group1
GO:0035064	methylated histone binding	31/4582	56/17354	4.08407785662835e-06	0.000167447192121762	0.000135339812013025	83746/2956/23378/7158/57332/8535/1105/222229/3622/84733/23613/6879/84289/9425/23133/3621/11091/5253/9682/546/10927/148479/10771/5927/57680/11137/54737/6872/22823/84656/29128	31	MF	group1
GO:0140034	methylation-dependent protein binding	31/4582	56/17354	4.08407785662835e-06	0.000167447192121762	0.000135339812013025	83746/2956/23378/7158/57332/8535/1105/222229/3622/84733/23613/6879/84289/9425/23133/3621/11091/5253/9682/546/10927/148479/10771/5927/57680/11137/54737/6872/22823/84656/29128	31	MF	group1
GO:0001047	core promoter binding	71/4582	168/17354	5.55607079444085e-06	0.000219663227480215	0.000177543615611832	1407/54700/23411/7494/27161/6301/6659/2002/10514/23558/3021/55011/2033/7849/463/4851/7071/2005/23528/3015/4783/6778/5469/1051/5978/6670/9975/8204/161882/494115/63925/6667/4800/9013/1869/7343/2309/3516/1871/64324/9967/6597/5451/1647/860/4520/1025/84678/11176/7020/6239/4824/5927/1106/2908/1499/468/5970/55818/6872/27316/7709/10013/3192/170506/4090/4086/3297/4297/84166/4150	71	MF	group1
GO:0017069	snRNA binding	23/4582	38/17354	9.70189491841408e-06	0.00037034474740291	0.000299332511094445	6634/9733/904/79066/25929/124790/84967/26121/10614/1984/9188/114034/55285/1025/9128/6628/905/3192/22916/55696/11066/11030/6625	23	MF	group1
GO:0019903	protein phosphatase binding	51/4582	113/17354	1.30501074658302e-05	0.000481548965489136	0.000389213731437042	11215/996/1741/23645/1445/5296/2648/1027/5507/79637/6548/8036/1000/55917/1956/3672/7184/6778/84687/5501/1978/493/7415/5532/23381/4751/2029/5770/6780/65979/56288/8660/84930/5520/2962/1499/4233/5609/596/9451/55607/6198/51434/25827/3156/7186/23141/8877/207/7187/2064	51	MF	group1
GO:0051219	phosphoprotein binding	38/4582	77/17354	1.35256929236163e-05	0.00048299813117559	0.000390385024960064	2288/5296/8440/1455/55011/867/7531/8535/5921/55294/84959/123169/114787/3667/26608/4281/9021/2810/2035/7529/1399/9967/3482/6464/8945/25/26119/6461/10670/23168/868/1398/408/6714/11043/6452/27/5300	38	MF	group1
GO:0030695	GTPase regulator activity	116/4582	313/17354	1.93390753258174e-05	0.000669011137052497	0.000540730724570553	10928/83874/79890/5296/23094/23232/28964/5997/11135/83667/9779/54453/9411/8312/9093/9135/57148/22930/57514/9905/396/5921/23092/10395/10435/5903/5147/55114/10602/23380/5364/216/23102/29/6242/613/84079/9743/125058/9610/94134/392/5998/116986/55803/23580/116987/6002/90627/92154/84144/85360/128637/9138/57522/23061/9815/4983/6904/4649/4763/9824/146923/1122/57568/9826/55738/3725/5900/8829/55357/4943/11138/80728/54206/9882/10527/23677/55188/51520/10144/57584/23365/2909/5905/29899/26000/10188/408/9732/6654/57636/5902/8498/56882/26086/23158/57533/9462/23616/26130/26230/116988/192111/9353/23216/50807/60626/6494/134957/394/57465/89839/2873/4650/9712	116	MF	group1
GO:0001046	core promoter sequence-specific DNA binding	50/4582	112/17354	2.27118932073033e-05	0.000736332329053901	0.000595143326863325	1407/54700/23411/6301/6659/23558/3021/55011/2033/7849/463/7071/3015/4783/6778/1051/5978/6670/9975/8204/161882/63925/6667/4800/9013/7343/3516/64324/9967/6597/5451/860/4520/1025/84678/11176/7020/6239/5927/1106/1499/468/5970/6872/4090/4086/3297/4297/84166/4150	50	MF	group1
GO:0004386	helicase activity	63/4582	150/17354	2.30291368946468e-05	0.000736332329053901	0.000595143326863325	4174/56919/1655/4172/57696/51659/3508/54606/5976/1656/4175/4171/9785/9775/1105/55760/2071/55308/79039/9416/57647/254394/8607/10212/10973/9704/57634/51428/57062/55794/2963/23405/10847/9188/641/6597/9931/6832/84893/8458/11218/64794/84181/546/54821/1106/10521/1654/57680/23132/9400/55636/85441/23064/22907/80205/170506/9879/1659/1108/57697/11269/11325	63	MF	group1
GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	88/4582	226/17354	2.32806066096536e-05	0.000736332329053901	0.000595143326863325	4335/7593/10127/2077/3280/2023/1748/6909/6615/3235/8553/6498/23186/1387/5465/10664/463/7727/8531/84159/571/9208/10481/2063/23528/4783/1877/4204/57215/8187/55657/9925/5978/8545/6670/9975/161882/6935/10194/339344/51341/57621/7025/10732/7753/7767/64412/10522/155061/3720/2305/7975/1869/2309/4775/4286/7541/2114/7707/5467/2117/64376/7764/200014/138151/1390/11279/11278/3096/7020/57659/7755/4487/5814/7227/2120/121536/2909/5970/51385/79759/122953/83463/9839/84619/3297/83855/7050	88	MF	group1
GO:0032451	demethylase activity	22/4582	38/17354	4.02439766994842e-05	0.00123750228350914	0.00100021579516262	23030/8846/23135/84159/54784/51780/23133/121642/5253/10765/9682/84678/7403/79831/5927/22992/221037/55818/23210/8242/79068/54890	22	MF	group1
GO:0017137	Rab GTPase binding	71/4582	178/17354	5.61708589610024e-05	0.00166995067610278	0.00134974380705307	9950/83874/85377/79890/23232/23312/9779/54453/26056/55654/9727/22930/57679/7531/9905/27147/80223/5147/7109/79803/164/23102/4218/84079/160518/125058/201627/9610/392/10938/8408/23258/51479/128637/23061/22841/23299/9909/9853/146923/1122/64780/537/94121/27095/57706/55357/4943/11138/9882/51112/83696/163486/89781/79778/9699/140775/26000/201294/23158/57533/9827/26130/23216/6764/2622/58485/23085/134957/636/9712	71	MF	group1
GO:0002039	p53 binding	34/4582	70/17354	5.73244134524894e-05	0.00166995067610278	0.00134974380705307	23411/9100/9891/1387/2033/23476/7158/2932/80854/117584/6794/3091/8805/83860/51315/3064/641/6597/55159/80196/112858/4487/3329/56254/7159/754/57680/6872/79813/4193/55602/10197/51499/1938	34	MF	group1
GO:0051427	hormone receptor binding	65/4582	161/17354	7.4044284625214e-05	0.00210171854051569	0.00169872177952583	2288/1407/23411/1655/7533/8554/81/23558/2033/9611/90226/9320/25879/5469/55128/1051/79039/6879/2778/6047/811/27086/8204/79447/4088/10766/3091/1488/6049/64324/9967/3275/6256/6597/2114/142/10579/23054/171023/10524/8928/5111/4824/7341/5781/9862/7041/10025/1499/9969/23532/221037/8896/8648/10634/55818/408/23636/6714/10499/7297/9113/5901/11331/9326	65	MF	group1
GO:0004402	histone acetyltransferase activity	28/4582	55/17354	8.96371973649564e-05	0.00248070943707517	0.00200504257263718	2648/80218/26122/11143/23326/1387/2033/7994/10629/93624/3054/80314/9913/79829/10847/55683/11091/27097/9329/23522/8473/51230/10524/675/8648/7862/79903/6872	28	MF	group1
GO:0001159		133/4582	379/17354	9.98358742832152e-05	0.00269556860564681	0.00217870328987761	55810/7593/51804/6928/11108/2004/10153/3217/1748/6909/3659/2002/6495/3727/7024/6498/4609/4087/1387/5465/7849/8726/10664/5307/6722/23598/463/3206/1054/7071/4091/9208/2005/23528/3015/5469/3726/1051/57215/8187/55657/5308/8609/6670/5187/147912/4904/339344/51341/2302/57621/7025/4088/6667/64764/60/3607/10732/2000/7753/64412/155061/2736/7343/2113/3516/4775/170463/10725/4286/10488/2551/7541/6597/1999/2114/7707/7003/22926/51043/57459/26205/3725/860/7764/55922/200014/138151/4520/10691/11279/7403/1874/7020/4781/9516/2908/1499/2120/121536/468/5970/1052/5928/79759/122953/64864/55636/404281/1385/84619/6938/7182/7709/1997/8061/6603/10499/4205/1316/688/7019/51193/1050/4086/3297/83855/1108/1649/7050/4782/53615/29128	133	MF	group1
GO:0051087	chaperone binding	40/4582	89/17354	0.00012038135815702	0.00317290865428145	0.00256451514870844	10598/11140/1075/1027/3280/23753/3337/10961/10049/10478/57600/84447/7248/9529/332/993/96459/7015/2580/811/3309/134266/3301/538/6904/130872/10963/9531/8266/11080/6903/5621/26278/3329/26520/55135/9530/4967/329/5611	40	MF	group1
GO:0032452	histone demethylase activity	17/4582	28/17354	0.000135863826929384	0.00349770363746113	0.00282703189449147	23030/23135/84159/51780/23133/5253/10765/9682/84678/7403/79831/5927/22992/221037/55818/23210/8242	17	MF	group1
GO:0004812	aminoacyl-tRNA ligase activity	23/4582	43/17354	0.000143691201496025	0.00356671977470231	0.00288281444253978	23438/6301/10352/57505/16/4141/23395/92935/3735/10667/55157/80222/25973/8565/833/51520/151903/55152/54938/124454/3035/11232/2193	23	MF	group1
GO:0005096	GTPase activator activity	103/4582	284/17354	0.000144988608727736	0.00356671977470231	0.00288281444253978	10928/83874/79890/5296/23094/23232/28964/5997/11135/9779/54453/9411/8312/9135/57148/22930/57514/9905/396/5921/23092/10395/10435/5903/55114/10602/23380/5364/216/23102/29/613/84079/9743/125058/9610/94134/392/5998/116986/55803/23580/116987/6002/90627/92154/84144/85360/128637/9138/57522/23061/9815/4983/6904/4649/4763/9824/146923/1122/57568/9826/55738/3725/8829/55357/4943/11138/80728/54206/9882/55188/51520/10144/57584/23365/2909/5905/26000/408/9732/6654/57636/5902/8498/23158/57533/9462/23616/26130/26230/116988/192111/23216/50807/60626/6494/134957/394/57465/89839/4650/9712	103	MF	group1
